,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
336,Hyundai Verna 1.6,2011,300000,127500,Diesel,Individual,Manual,Second Owner
337,Hyundai EON D,2015,235000,40903,Petrol,Dealer,Manual,First Owner
338,Ford Figo Petrol,2011,120000,60000,Petrol,Individual,Manual,Third Owner
339,Volkswagen Polo 1.5,2015,500000,30000,Diesel,Individual,Manual,Second Owner
340,Hyundai Grand i10,2015,400000,61690,Petrol,Dealer,Manual,First Owner
341,Hyundai i20 Asta,2015,600000,64484,Petrol,Dealer,Manual,First Owner
342,Renault Duster 85PS,2013,400000,75976,Diesel,Dealer,Manual,Second Owner
343,Ford Figo Diesel,2011,220000,70000,Diesel,Individual,Manual,Second Owner
344,Honda Brio E,2012,300000,85962,Petrol,Dealer,Manual,Second Owner
345,Maruti Omni E,2018,250000,120000,Petrol,Individual,Manual,First Owner
346,Honda Mobilio V,2015,600000,120000,Diesel,Individual,Manual,First Owner
347,Honda Brio S,2012,285000,75000,Petrol,Individual,Automatic,Second Owner
348,Honda Accord 2.4,2009,350000,57035,Petrol,Dealer,Manual,First Owner
349,Mahindra Bolero SLX,2011,170000,70000,Diesel,Individual,Manual,Third Owner
350,Ford Figo 1.2P,2015,229999,45000,Petrol,Individual,Manual,First Owner
351,Mahindra XUV500 W6,2013,500000,72104,Diesel,Dealer,Manual,Second Owner
352,Tata Nano Lx,2011,75000,15000,Petrol,Individual,Manual,First Owner
353,Hyundai i20 Active,2016,600000,30000,Petrol,Individual,Manual,First Owner
354,Tata Indigo LS,2011,220000,80000,Diesel,Individual,Manual,First Owner
355,Tata Indica Vista,2009,150000,164000,Diesel,Individual,Manual,Second Owner
356,Maruti Alto LX,2006,65000,124439,Petrol,Individual,Manual,Second Owner
357,Maruti Zen VXI,2006,120000,77000,Petrol,Individual,Manual,Second Owner
358,Maruti Swift Dzire,2014,240000,90000,Diesel,Individual,Manual,First Owner
359,Renault KWID 1.0,2017,390000,30000,Petrol,Individual,Manual,First Owner
360,Chevrolet Beat LS,2012,180000,50000,Petrol,Individual,Manual,First Owner
361,Maruti Swift VDI,2012,320000,80000,Diesel,Individual,Manual,Second Owner
362,Maruti Alto 800,2018,310000,5000,Petrol,Individual,Manual,First Owner
363,Maruti Wagon R,2018,420000,24000,Petrol,Individual,Automatic,First Owner
364,Tata Tiago NRG,2019,550000,10000,Petrol,Individual,Manual,First Owner
365,Maruti Ertiga SHVS,2016,550000,78000,Diesel,Individual,Manual,Third Owner
366,Mahindra TUV 300,2018,760000,50000,Diesel,Individual,Manual,First Owner
367,Maruti Omni MPI,2018,250000,20000,Petrol,Individual,Manual,First Owner
368,Hyundai Santro Magna,2019,500000,1250,Petrol,Individual,Manual,First Owner
369,Tata Zest Revotron,2015,380000,17152,Petrol,Individual,Manual,First Owner
370,Volkswagen Polo Diesel,2012,350000,77000,Diesel,Individual,Manual,First Owner
371,Hyundai Verna CRDi,2008,195000,90000,Diesel,Individual,Manual,Second Owner
372,Chevrolet Beat LS,2011,225000,80000,Petrol,Individual,Manual,Second Owner
373,Tata Indica Vista,2011,133000,80000,Diesel,Individual,Manual,First Owner
374,Hyundai EON Era,2013,200000,24005,Petrol,Individual,Manual,First Owner
375,Maruti Vitara Brezza,2018,940000,20000,Diesel,Individual,Manual,First Owner
376,Renault Duster 85PS,2014,400000,120000,Diesel,Individual,Manual,First Owner
377,Hyundai i10 Era,2009,120000,120000,Petrol,Individual,Manual,Second Owner
378,Maruti Swift Dzire,2015,625000,80000,Diesel,Individual,Manual,First Owner
379,Maruti Swift 1.3,2005,110000,80000,Petrol,Individual,Manual,First Owner
380,Renault Duster 110PS,2012,490000,100000,Diesel,Individual,Manual,First Owner
381,Maruti Alto LX,2009,140000,120000,Petrol,Individual,Manual,Second Owner
382,Ford Figo Diesel,2011,175000,149000,Diesel,Individual,Manual,Second Owner
383,Maruti Wagon R,2005,90000,65000,Petrol,Individual,Manual,Second Owner
384,Maruti Swift Ldi,2009,275000,100000,Diesel,Individual,Manual,Second Owner
385,Volkswagen Vento Diesel,2011,300000,65000,Diesel,Individual,Manual,Second Owner
386,Datsun GO Plus,2018,270000,19000,Petrol,Individual,Manual,Second Owner
387,Chevrolet Beat LT,2010,130000,80000,Petrol,Individual,Manual,Second Owner
388,Maruti Alto K10,2015,275000,30000,Petrol,Individual,Manual,First Owner
389,Maruti Swift VDI,2012,352000,109000,Diesel,Individual,Manual,First Owner
390,Hyundai EON LPG,2012,180000,90000,LPG,Individual,Manual,First Owner
391,Maruti Alto LX,2012,150000,90000,Petrol,Individual,Manual,First Owner
392,Maruti Swift Vdi,2010,300000,110000,Diesel,Individual,Manual,Second Owner
393,Mahindra Bolero DI,2007,225000,120000,Diesel,Individual,Manual,First Owner
394,Honda Mobilio V,2014,600000,44000,Diesel,Individual,Manual,First Owner
395,Maruti Ertiga BSIV,2015,500000,80000,Petrol,Individual,Manual,First Owner
396,Honda BR-V i-VTEC,2018,900000,5000,Petrol,Individual,Manual,First Owner
397,Hyundai i20 Magna,2016,600000,61000,Petrol,Individual,Manual,First Owner
398,Toyota Etios VD,2011,450000,100000,Diesel,Individual,Manual,Second Owner
399,Hyundai i10 Era,2009,270000,27633,Petrol,Individual,Manual,First Owner
400,Maruti Swift Vdi,2010,310000,100000,Diesel,Individual,Manual,Third Owner
401,Hyundai Santro Xing,2012,250000,100000,LPG,Individual,Manual,First Owner
402,Ford Figo 1.2P,2019,700000,12586,Petrol,Dealer,Manual,First Owner
403,Fiat Avventura Urban,2018,650000,38083,Diesel,Dealer,Manual,First Owner
404,Ford Figo Diesel,2012,400000,55328,Diesel,Dealer,Manual,First Owner
405,Ford Figo Diesel,2012,425000,81632,Diesel,Dealer,Manual,First Owner
406,Ford Aspire Titanium,2016,600000,155201,Diesel,Dealer,Manual,First Owner
407,Ford EcoSport 1.5,2013,600000,93283,Diesel,Dealer,Manual,First Owner
408,Ford Fiesta Classic,2012,450000,90165,Diesel,Dealer,Manual,First Owner
409,Ford Ecosport 1.5,2014,750000,101504,Diesel,Dealer,Manual,First Owner
410,Ford Figo Titanium,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
411,Mahindra XUV500 W8,2013,900000,85036,Diesel,Dealer,Manual,Second Owner
412,Ford Ikon 1.3L,2006,180000,91086,Petrol,Dealer,Manual,Second Owner
413,Fiat Punto 1.3,2013,350000,160254,Diesel,Dealer,Manual,Second Owner
414,Ford EcoSport 1.5,2013,600000,125531,Diesel,Dealer,Manual,Second Owner
415,Honda WR-V i-DTEC,2019,900000,60000,Diesel,Individual,Manual,First Owner
416,Skoda Laura L,2006,350000,100000,Diesel,Individual,Manual,First Owner
417,Maruti Ritz LDi,2013,280000,90000,Diesel,Individual,Manual,Third Owner
418,Mahindra Xylo D2,2009,225000,120000,Diesel,Individual,Manual,Second Owner
419,Honda City i,2014,520000,82000,Diesel,Individual,Manual,First Owner
420,Mahindra Scorpio 1.99,2016,509999,60000,Diesel,Individual,Manual,First Owner
421,Maruti Baleno Alpha,2019,556000,24000,Petrol,Individual,Manual,First Owner
422,Tata Indigo Grand,2014,225000,120000,Diesel,Individual,Manual,First Owner
423,Honda Amaze EX,2013,325000,65000,Diesel,Dealer,Manual,First Owner
424,Maruti Swift VDI,2013,365000,65000,Diesel,Dealer,Manual,First Owner
425,Hyundai Creta 1.6,2015,850000,84000,Diesel,Dealer,Manual,First Owner
426,Toyota Etios GD,2013,350000,75000,Diesel,Dealer,Manual,First Owner
427,Maruti Swift VDI,2007,225000,50000,Diesel,Dealer,Manual,First Owner
428,Maruti Alto LX,2011,135000,50000,Petrol,Individual,Manual,First Owner
429,Maruti Wagon R,2007,140000,49000,Petrol,Dealer,Manual,First Owner
430,Renault KWID RXT,2015,275000,14365,Petrol,Dealer,Manual,First Owner
431,Hyundai Verna 1.6,2013,484999,65000,Diesel,Dealer,Manual,First Owner
432,Maruti Ciaz VDi,2015,565000,65000,Diesel,Dealer,Manual,First Owner
433,Maruti Swift Dzire,2013,425000,61083,Diesel,Dealer,Manual,First Owner
434,Toyota Innova 2.5,2013,925000,75000,Diesel,Individual,Manual,First Owner
435,Mahindra Scorpio VLX,2012,565000,72000,Diesel,Dealer,Manual,First Owner
436,Renault Duster 110PS,2014,525000,65000,Diesel,Dealer,Manual,First Owner
437,Hyundai EON Era,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
438,Maruti Swift ZXI,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
439,Maruti S-Cross Zeta,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
440,Hyundai Verna 1.6,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
441,Volkswagen Polo GTI,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
442,Renault Pulse RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
443,Maruti Celerio VXI,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
444,Honda Brio V,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
445,Maruti Baleno Alpha,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
446,Honda City i,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
447,Renault Duster 85PS,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
448,Hyundai Creta 1.6,2016,535000,52600,Diesel,Individual,Manual,First Owner
449,Maruti SX4 Vxi,2012,225000,110000,Petrol,Individual,Manual,Second Owner
450,Hyundai Grand i10,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
451,Maruti Ertiga VXI,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
452,Hyundai Grand i10,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
453,Chevrolet Beat LT,2016,239000,41000,Petrol,Dealer,Manual,First Owner
454,Hyundai i10 Magna,2012,229999,49824,Petrol,Dealer,Manual,First Owner
455,Hyundai Santro GS,2005,80000,56580,Petrol,Dealer,Manual,First Owner
456,Skoda Laura Ambiente,2012,385000,52000,Diesel,Dealer,Manual,First Owner
457,Maruti Swift Dzire,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
458,Hyundai i20 Sportz,2013,350000,50000,Petrol,Individual,Manual,Second Owner
459,Maruti Alto 800,2014,114999,30000,Petrol,Individual,Manual,First Owner
460,Hyundai i20 Sportz,2013,380000,50000,Petrol,Individual,Manual,Second Owner
461,Mahindra Scorpio 1.99,2016,900000,35000,Diesel,Individual,Manual,First Owner
462,Chevrolet Beat LT,2012,200999,90000,Petrol,Individual,Manual,Second Owner
463,Maruti Omni E,2014,229999,11451,Petrol,Individual,Manual,First Owner
464,Tata Nexon 1.5,2019,800000,60000,Diesel,Individual,Manual,First Owner
465,Mahindra Verito 1.5,2012,150000,172000,Diesel,Individual,Manual,Second Owner
466,Maruti Swift VDI,2018,600000,60000,Diesel,Individual,Manual,First Owner
467,Chevrolet Tavera LS,2005,150000,150000,Diesel,Individual,Manual,First Owner
468,Chevrolet Optra Magnum,2009,150000,66000,Diesel,Individual,Manual,First Owner
469,Maruti Eeco 5,2019,380000,5000,Petrol,Individual,Manual,First Owner
470,Maruti Swift 1.3,2006,80000,66508,Petrol,Individual,Manual,Second Owner
471,Honda Civic 1.8,2007,225000,55000,Petrol,Individual,Manual,Second Owner
472,Tata Nano Lx,2012,75000,29900,Petrol,Individual,Manual,First Owner
473,Tata Indica Vista,2012,185000,85000,Diesel,Individual,Manual,First Owner
474,Mahindra Scorpio 2.6,2011,425000,50000,Diesel,Individual,Manual,First Owner
475,Tata Indica Vista,2010,100000,120000,Diesel,Individual,Manual,Second Owner
476,Maruti Zen Estilo,2008,140000,90000,Petrol,Individual,Manual,Third Owner
477,Maruti Swift Dzire,2017,710000,8000,Petrol,Individual,Automatic,First Owner
478,Honda Amaze S,2015,450000,7900,Petrol,Individual,Automatic,First Owner
479,Datsun RediGO T,2017,210000,50000,Petrol,Individual,Manual,First Owner
480,Maruti Alto K10,2016,270000,25000,Petrol,Individual,Manual,First Owner
481,Maruti Alto LXi,2009,110000,20000,Petrol,Individual,Manual,First Owner
482,Maruti Swift VXI,2018,540000,17500,Petrol,Individual,Manual,First Owner
483,Mahindra Renault Logan,2008,145000,25000,Petrol,Individual,Manual,First Owner
484,Hyundai i10 Magna,2013,250000,88600,LPG,Individual,Manual,First Owner
485,Tata Venture EX,2012,110000,80000,Diesel,Individual,Manual,First Owner
486,Chevrolet Captiva LT,2008,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner
487,Chevrolet Aveo U-VA,2010,140000,60000,Petrol,Individual,Manual,First Owner
488,Maruti Ciaz Zeta,2019,925000,11000,Petrol,Individual,Manual,First Owner
489,Tata Hexa XM,2017,969999,30000,Diesel,Individual,Manual,First Owner
490,Hyundai Santro Xing,2007,90000,80000,CNG,Individual,Manual,Third Owner
491,Hyundai Verna CRDi,2007,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner
492,Mahindra Thar CRDe,2019,900000,15000,Diesel,Individual,Manual,First Owner
493,Maruti Alto K10,2011,135000,90000,Petrol,Individual,Manual,First Owner
494,Maruti 800 AC,2012,180000,120000,Petrol,Individual,Manual,First Owner
495,Hyundai Verna 1.6,2013,495000,100000,Diesel,Individual,Manual,Second Owner
496,Toyota Innova 2.5,2009,400000,138000,Diesel,Individual,Manual,Third Owner
497,Hyundai Verna CRDi,2008,250000,110000,Diesel,Individual,Manual,Second Owner
498,Maruti Alto K10,2015,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner
499,Honda City 1.5,2011,311000,70000,Petrol,Individual,Automatic,Second Owner
500,Maruti Alto 800,2015,190000,70000,Petrol,Individual,Manual,First Owner
501,Mahindra Bolero SLX,2011,311000,140000,Diesel,Individual,Manual,First Owner
502,Maruti Ritz LXI,2009,300000,15000,Petrol,Individual,Manual,First Owner
503,Honda Jazz VX,2018,600000,20000,Petrol,Individual,Manual,First Owner
504,Mahindra Scorpio SLE,2009,550000,100000,Diesel,Individual,Manual,First Owner
505,Skoda Rapid 1.6,2015,600000,70000,Petrol,Individual,Automatic,First Owner
506,Maruti Alto 800,2018,195000,5000,Petrol,Individual,Manual,First Owner
507,Tata Nano LX,2013,58000,27974,Petrol,Individual,Manual,First Owner
508,Maruti Alto 800,2018,183000,40000,Petrol,Individual,Manual,First Owner
509,Maruti Zen Estilo,2007,95000,80000,Petrol,Individual,Manual,First Owner
510,Maruti Wagon R,2013,250000,38000,Petrol,Individual,Manual,First Owner
511,Tata Zest Revotron,2014,400000,35000,Petrol,Individual,Manual,First Owner
512,Hyundai Verna 1.6,2012,409999,60000,Diesel,Individual,Manual,Second Owner
513,Maruti Swift AMT,2018,600000,18000,Petrol,Individual,Automatic,First Owner
514,Honda Amaze SX,2016,600000,10000,Petrol,Individual,Manual,First Owner
515,Mahindra XUV500 W6,2015,825000,90000,Diesel,Individual,Manual,Third Owner
516,Toyota Etios GD,2016,625000,80000,Diesel,Individual,Manual,Second Owner
517,Hyundai Grand i10,2020,700000,1400,Diesel,Individual,Manual,First Owner
518,Chevrolet Beat LS,2011,160000,60000,Petrol,Individual,Manual,First Owner
519,Maruti Alto LX,2011,114999,60000,Petrol,Individual,Manual,Third Owner
520,Maruti Wagon R,2009,150000,53000,Petrol,Individual,Manual,First Owner
521,Volkswagen Jetta 1.9,2010,250000,100000,Diesel,Dealer,Manual,First Owner
522,Hyundai Verna 1.6,2012,390000,86000,Diesel,Dealer,Manual,Second Owner
523,Renault Duster 85PS,2015,650000,100000,Diesel,Individual,Manual,First Owner
524,Hyundai Xcent 1.1,2016,600000,30000,Diesel,Individual,Manual,First Owner
525,Hyundai i20 1.2,2011,250000,120000,Petrol,Individual,Manual,First Owner
526,Hyundai Santro Xing,2011,229999,60000,LPG,Individual,Manual,Second Owner
527,Maruti Ritz LDi,2016,299000,50000,Diesel,Individual,Manual,Second Owner
528,Chevrolet Cruze LTZ,2010,330000,124000,Diesel,Individual,Manual,Second Owner
529,Hyundai Accent Executive,2012,180000,100000,Petrol,Individual,Manual,Third Owner
530,Hyundai Grand i10,2017,475000,42000,Petrol,Individual,Manual,First Owner
531,Hyundai Grand i10,2015,325000,100000,Diesel,Individual,Manual,First Owner
532,Honda City i,2016,639000,28205,Petrol,Dealer,Manual,First Owner
533,Maruti Celerio VXI,2017,415000,32670,Petrol,Dealer,Automatic,First Owner
534,Maruti Ertiga VXI,2013,525000,56228,CNG,Dealer,Manual,First Owner
535,Hyundai Verna 1.6,2013,425000,59319,Petrol,Dealer,Manual,First Owner
536,Maruti Vitara Brezza,2016,699000,39503,Diesel,Dealer,Manual,First Owner
537,Hyundai Grand i10,2013,325000,35299,Petrol,Dealer,Manual,First Owner
538,Toyota Etios V,2011,275000,51687,Petrol,Dealer,Manual,First Owner
539,Volkswagen Vento Petrol,2011,269000,76259,Petrol,Dealer,Automatic,First Owner
540,Volkswagen Polo Diesel,2013,399000,44049,Diesel,Dealer,Manual,First Owner
541,Mahindra KUV 100,2017,475000,45087,Diesel,Dealer,Manual,First Owner
542,Toyota Etios V,2011,249000,41125,Petrol,Dealer,Manual,First Owner
543,Volkswagen Polo Petrol,2011,254999,54206,Petrol,Dealer,Manual,First Owner
544,Skoda Rapid 1.6,2012,269000,52547,Petrol,Dealer,Manual,First Owner
545,Maruti Ertiga ZDI,2014,665000,59110,Diesel,Dealer,Manual,First Owner
546,Maruti Wagon R,2014,299000,54565,Petrol,Dealer,Manual,First Owner
547,Hyundai i20 Asta,2010,265000,47564,Petrol,Dealer,Manual,Second Owner
548,Volkswagen Polo Petrol,2010,211000,45143,Petrol,Dealer,Manual,Second Owner
549,Skoda Superb 1.8,2013,599000,61624,Petrol,Dealer,Automatic,Second Owner
550,Hyundai Verna 1.6,2014,550000,50000,Diesel,Individual,Manual,First Owner
551,Tata Sumo GX,2010,220000,120000,Diesel,Individual,Manual,Second Owner
552,Maruti Swift VXI,2019,500000,20000,Petrol,Individual,Manual,First Owner
553,Maruti Alto LXi,2010,140000,30000,Petrol,Individual,Manual,First Owner
554,Maruti Swift VDI,2013,325000,60000,Diesel,Individual,Manual,First Owner
555,Hyundai i20 Magna,2010,210000,90000,Petrol,Individual,Manual,Third Owner
556,Maruti Alto LXi,2008,110000,90000,Petrol,Individual,Manual,Second Owner
557,Maruti Alto 800,2017,229999,40000,Petrol,Individual,Manual,First Owner
558,Maruti Alto 800,2006,165000,132000,Petrol,Individual,Manual,First Owner
559,Tata Tiago XZA,2018,525000,10980,Petrol,Dealer,Automatic,First Owner
560,Hyundai EON Era,2018,325000,20629,Petrol,Dealer,Manual,First Owner
561,Hyundai Grand i10,2015,400000,30000,Petrol,Individual,Automatic,First Owner
562,Maruti Ciaz VXi,2015,550000,69782,Petrol,Dealer,Manual,First Owner
563,Mahindra XUV500 W8,2013,900000,63654,Diesel,Dealer,Manual,First Owner
564,Renault Lodgy 85PS,2017,700000,60000,Diesel,Individual,Manual,First Owner
565,Mahindra Scorpio S6,2015,890000,52000,Diesel,Dealer,Manual,First Owner
566,Maruti Swift LDI,2015,490000,59385,Diesel,Dealer,Manual,First Owner
567,Hyundai i20 2015-2017,2015,525000,70378,Petrol,Dealer,Manual,First Owner
568,Maruti Wagon R,2013,330000,55425,Petrol,Dealer,Manual,First Owner
569,Mahindra Bolero 2011-2019,2013,550000,78413,Diesel,Dealer,Manual,Second Owner
570,Mahindra Bolero Power,2018,790000,40890,Diesel,Dealer,Manual,First Owner
571,Honda Brio S,2015,350000,34823,Petrol,Dealer,Manual,Second Owner
572,Maruti Ciaz VDI,2017,750000,55545,Diesel,Dealer,Manual,First Owner
573,Honda Amaze EX,2014,409999,56541,Diesel,Dealer,Manual,First Owner
574,Hyundai EON Magna,2016,220000,43700,Petrol,Individual,Manual,First Owner
575,Tata Indica GLS,2009,68000,120000,Petrol,Individual,Manual,Second Owner
576,Hyundai EON Era,2017,290000,20000,Petrol,Individual,Manual,First Owner
577,Honda City i,2014,600000,27483,Diesel,Dealer,Manual,First Owner
578,Maruti Swift LXI,2019,470000,8000,Petrol,Individual,Manual,First Owner
579,Hyundai i10 Sportz,2008,150000,30000,Petrol,Individual,Manual,First Owner
580,Maruti Alto 800,2014,180000,56207,Petrol,Dealer,Manual,Second Owner
581,Maruti Zen LXI,2006,80000,70000,Petrol,Individual,Manual,First Owner
582,Honda WR-V i-VTEC,2018,875000,1440,Petrol,Individual,Manual,First Owner
583,Maruti Alto 800,2019,300000,50000,Petrol,Individual,Manual,First Owner
584,Volkswagen Polo 1.5,2011,220000,63657,Diesel,Dealer,Manual,First Owner
585,Mahindra Verito Vibe,2013,250000,60000,Diesel,Individual,Manual,First Owner
586,Toyota Innova 2.5,2016,919999,75000,Diesel,Dealer,Manual,First Owner
587,Volkswagen Vento Magnific,2013,380000,97248,Petrol,Dealer,Manual,First Owner
588,Maruti Swift VDI,2012,450000,46000,Diesel,Individual,Manual,First Owner
589,Hyundai Verna 1.6,2016,770000,10000,Petrol,Individual,Automatic,First Owner
